location,activity,date,change,value,source,roll
Greater London,Grocery & pharmacy,01/04/2021,6,106,Google,75.28571429
Greater London,Retail & recreation,02/04/2021,-62,38,Google,67.14285714
Greater London,Grocery & pharmacy,02/04/2021,-6,94,Google,74.14285714
Greater London,Retail & recreation,03/04/2021,-65,35,Google,65.42857143
Greater London,Grocery & pharmacy,03/04/2021,-7,93,Google,72.57142857
Greater London,Retail & recreation,04/04/2021,-69,31,Google,63.28571429
Greater London,Grocery & pharmacy,04/04/2021,-36,64,Google,65.85714286
Greater London,Retail & recreation,05/04/2021,-61,39,Google,56.28571429
Greater London,Grocery & pharmacy,05/04/2021,-18,82,Google,62.57142857
Greater London,Retail & recreation,06/04/2021,-59,41,Google,55
Greater London,Grocery & pharmacy,06/04/2021,-10,90,Google,62.85714286
Greater London,Retail & recreation,07/04/2021,-60,40,Google,55.28571429
Greater London,Grocery & pharmacy,07/04/2021,-12,88,Google,63.42857143
Greater London,Retail & recreation,08/04/2021,-59,41,Google,60.14285714
Greater London,Grocery & pharmacy,08/04/2021,-10,90,Google,67.42857143
Greater London,Retail & recreation,09/04/2021,-61,39,Google,61.28571429
Greater London,Grocery & pharmacy,09/04/2021,-7,93,Google,68.71428571
Greater London,Retail & recreation,10/04/2021,-66,34,Google,60.71428571
Greater London,Grocery & pharmacy,10/04/2021,-13,87,Google,67.42857143
Greater London,Retail & recreation,11/04/2021,-61,39,Google,60.42857143
Greater London,Grocery & pharmacy,11/04/2021,-15,85,Google,66.71428571
Greater London,Retail & recreation,12/04/2021,-34,66,Google,63.28571429
Greater London,Grocery & pharmacy,12/04/2021,-5,95,Google,71.28571429
Greater London,Retail & recreation,13/04/2021,-42,58,Google,66.28571429
Greater London,Grocery & pharmacy,13/04/2021,-7,93,Google,74.71428571
Greater London,Retail & recreation,14/04/2021,-43,57,Google,70.42857143
Greater London,Grocery & pharmacy,14/04/2021,-6,94,Google,78.28571429
Greater London,Retail & recreation,15/04/2021,-45,55,Google,74
Greater London,Grocery & pharmacy,15/04/2021,-7,93,Google,77.85714286
Greater London,Retail & recreation,16/04/2021,-45,55,Google,72.14285714
Greater London,Grocery & pharmacy,16/04/2021,-3,97,Google,77.71428571
Greater London,Retail & recreation,17/04/2021,-46,54,Google,72.14285714
Greater London,Grocery & pharmacy,17/04/2021,-6,94,Google,77.42857143
Greater London,Retail & recreation,18/04/2021,-43,57,Google,72.14285714
Greater London,Grocery & pharmacy,18/04/2021,-8,92,Google,77.42857143
Greater London,Retail & recreation,19/04/2021,-40,60,Google,72.71428571
Greater London,Grocery & pharmacy,19/04/2021,-3,97,Google,78.71428571
Greater London,Retail & recreation,20/04/2021,-44,56,Google,72.85714286
Greater London,Grocery & pharmacy,20/04/2021,-5,95,Google,78.71428571
Greater London,Retail & recreation,21/04/2021,-45,55,Google,73.14285714
Greater London,Grocery & pharmacy,21/04/2021,-6,94,Google,78.42857143
Greater London,Retail & recreation,22/04/2021,-43,57,Google,73.42857143
Greater London,Grocery & pharmacy,22/04/2021,-3,97,Google,78.71428571
Greater London,Retail & recreation,23/04/2021,-44,56,Google,72.85714286
Greater London,Grocery & pharmacy,23/04/2021,0,100,Google,79.14285714
Greater London,Retail & recreation,24/04/2021,-44,56,Google,73.57142857
Greater London,Grocery & pharmacy,24/04/2021,-4,96,Google,79.42857143
Greater London,Retail & recreation,25/04/2021,-43,57,Google,74.14285714
Greater London,Grocery & pharmacy,25/04/2021,-10,90,Google,78.85714286
Greater London,Retail & recreation,26/04/2021,-41,59,Google,73.42857143
Greater London,Grocery & pharmacy,26/04/2021,-4,96,Google,79.14285714
Greater London,Retail & recreation,27/04/2021,-43,57,Google,73
Greater London,Grocery & pharmacy,27/04/2021,-6,94,Google,78.42857143
Greater London,Retail & recreation,28/04/2021,-49,51,Google,72
Greater London,Grocery & pharmacy,28/04/2021,-9,91,Google,76.85714286
Greater London,Retail & recreation,29/04/2021,-44,56,Google,72
Greater London,Grocery & pharmacy,29/04/2021,-2,98,Google,77.57142857
Greater London,Retail & recreation,30/04/2021,-43,57,Google,72
Greater London,Grocery & pharmacy,30/04/2021,2,102,Google,78.42857143
Greater London,Retail & recreation,01/05/2021,-44,56,Google,73
Greater London,Grocery & pharmacy,01/05/2021,-4,96,Google,79.42857143
Greater London,Retail & recreation,02/05/2021,-42,58,Google,74.71428571
Greater London,Grocery & pharmacy,02/05/2021,-11,89,Google,79.42857143
Greater London,Retail & recreation,03/05/2021,-40,60,Google,74
Greater London,Grocery & pharmacy,03/05/2021,-16,84,Google,77.85714286
Greater London,Retail & recreation,04/05/2021,-47,53,Google,70.85714286
Greater London,Grocery & pharmacy,04/05/2021,-5,95,Google,76.42857143
Greater London,Retail & recreation,05/05/2021,-47,53,Google,70.28571429
Greater London,Grocery & pharmacy,05/05/2021,-7,93,Google,75.28571429
Greater London,Retail & recreation,06/05/2021,-43,57,Google,70.71428571
Greater London,Grocery & pharmacy,06/05/2021,0,100,Google,76.42857143
Greater London,Retail & recreation,07/05/2021,-44,56,Google,72.42857143
Greater London,Grocery & pharmacy,07/05/2021,-2,98,Google,78.85714286
Greater London,Retail & recreation,08/05/2021,-51,49,Google,72.28571429
Greater London,Grocery & pharmacy,08/05/2021,-10,90,Google,77.57142857
Greater London,Retail & recreation,09/05/2021,-40,60,Google,72.85714286
Greater London,Grocery & pharmacy,09/05/2021,-9,91,Google,77.71428571
Greater London,Retail & recreation,10/05/2021,-40,60,Google,72
Greater London,Grocery & pharmacy,10/05/2021,-4,96,Google,77.71428571
Greater London,Retail & recreation,11/05/2021,-41,59,Google,72.14285714
Greater London,Grocery & pharmacy,11/05/2021,-4,96,Google,78.85714286
Greater London,Retail & recreation,12/05/2021,-40,60,Google,74.57142857
Greater London,Grocery & pharmacy,12/05/2021,-1,99,Google,80.14285714
Greater London,Retail & recreation,13/05/2021,-46,54,Google,74.85714286
Greater London,Grocery & pharmacy,13/05/2021,-6,94,Google,79.71428571
Greater London,Retail & recreation,14/05/2021,-44,56,Google,74
Greater London,Grocery & pharmacy,14/05/2021,-1,99,Google,79.71428571
Greater London,Retail & recreation,15/05/2021,-45,55,Google,73.85714286
Greater London,Grocery & pharmacy,15/05/2021,-6,94,Google,78.71428571
Greater London,Retail & recreation,16/05/2021,-45,55,Google,72.42857143
Greater London,Grocery & pharmacy,16/05/2021,-12,88,Google,77.28571429
Greater London,Retail & recreation,17/05/2021,-36,64,Google,73
Greater London,Grocery & pharmacy,17/05/2021,-8,92,Google,78.14285714
Greater London,Retail & recreation,18/05/2021,-37,63,Google,73
Greater London,Grocery & pharmacy,18/05/2021,-5,95,Google,78.71428571
Greater London,Retail & recreation,19/05/2021,-37,63,Google,74.28571429
Greater London,Grocery & pharmacy,19/05/2021,-4,96,Google,80.14285714
Greater London,Retail & recreation,20/05/2021,-38,62,Google,76.42857143
Greater London,Grocery & pharmacy,20/05/2021,-3,97,Google,81.14285714
Greater London,Retail & recreation,21/05/2021,-41,59,Google,76.42857143
Greater London,Grocery & pharmacy,21/05/2021,-4,96,Google,81.14285714
Greater London,Retail & recreation,22/05/2021,-37,63,Google,76.57142857
Greater London,Grocery & pharmacy,22/05/2021,-5,95,Google,81.14285714
Greater London,Retail & recreation,23/05/2021,-37,63,Google,76.42857143
Greater London,Grocery & pharmacy,23/05/2021,-13,87,Google,80
Greater London,Retail & recreation,24/05/2021,-37,63,Google,75.14285714
Greater London,Grocery & pharmacy,24/05/2021,-5,95,Google,80.28571429
Greater London,Retail & recreation,25/05/2021,-37,63,Google,75.57142857
Greater London,Grocery & pharmacy,25/05/2021,-3,97,Google,80.42857143
Greater London,Retail & recreation,26/05/2021,-36,64,Google,76
Greater London,Grocery & pharmacy,26/05/2021,-2,98,Google,81
Greater London,Retail & recreation,27/05/2021,-30,70,Google,78.57142857
Greater London,Grocery & pharmacy,27/05/2021,1,101,Google,84
Greater London,Retail & recreation,28/05/2021,-32,68,Google,80.14285714
Greater London,Grocery & pharmacy,28/05/2021,3,103,Google,85.85714286
Greater London,Retail & recreation,29/05/2021,-33,67,Google,81.57142857
Greater London,Grocery & pharmacy,29/05/2021,-3,97,Google,86.28571429
Greater London,Retail & recreation,30/05/2021,-25,75,Google,83
Greater London,Grocery & pharmacy,30/05/2021,-6,94,Google,86.42857143
Greater London,Retail & recreation,31/05/2021,-21,79,Google,83.28571429
Greater London,Grocery & pharmacy,31/05/2021,-7,93,Google,86.85714286
Greater London,Retail & recreation,01/06/2021,-28,72,Google,82.42857143
Greater London,Grocery & pharmacy,01/06/2021,3,103,Google,87.57142857
Greater London,Retail & recreation,02/06/2021,-30,70,Google,83.71428571
Greater London,Grocery & pharmacy,02/06/2021,0,100,Google,87.28571429
Greater London,Retail & recreation,03/06/2021,-28,72,Google,84.14285714
Greater London,Grocery & pharmacy,03/06/2021,2,102,Google,87.42857143
Greater London,Retail & recreation,04/06/2021,-39,61,Google,82.85714286
Greater London,Grocery & pharmacy,04/06/2021,-8,92,Google,85.71428571
Greater London,Retail & recreation,05/06/2021,-33,67,Google,80.57142857
Greater London,Grocery & pharmacy,05/06/2021,-1,99,Google,84.71428571
Greater London,Retail & recreation,06/06/2021,-31,69,Google,80.28571429
Greater London,Grocery & pharmacy,06/06/2021,-7,93,Google,83.28571429
Greater London,Retail & recreation,07/06/2021,-28,72,Google,79
Greater London,Grocery & pharmacy,07/06/2021,4,104,Google,85.14285714
Greater London,Retail & recreation,08/06/2021,-30,70,Google,82
Greater London,Grocery & pharmacy,08/06/2021,3,103,Google,87.14285714
Greater London,Retail & recreation,09/06/2021,-30,70,Google,83
Greater London,Grocery & pharmacy,09/06/2021,4,104,Google,88
Greater London,Retail & recreation,10/06/2021,-30,70,Google,84.71428571
Greater London,Grocery & pharmacy,10/06/2021,4,104,Google,89.28571429
Greater London,Retail & recreation,11/06/2021,-32,68,Google,84.14285714
Greater London,Grocery & pharmacy,11/06/2021,4,104,Google,89
Greater London,Retail & recreation,12/06/2021,-34,66,Google,83.71428571
Greater London,Grocery & pharmacy,12/06/2021,0,100,Google,88
Greater London,Retail & recreation,13/06/2021,-33,67,Google,82.71428571
Greater London,Grocery & pharmacy,13/06/2021,-5,95,Google,86.28571429
Greater London,Retail & recreation,14/06/2021,-30,70,Google,81.42857143
Greater London,Grocery & pharmacy,14/06/2021,4,104,Google,86.57142857
Greater London,Retail & recreation,15/06/2021,-31,69,Google,81.57142857
Greater London,Grocery & pharmacy,15/06/2021,3,103,Google,86.85714286
Greater London,Retail & recreation,16/06/2021,-32,68,Google,82.28571429
Greater London,Grocery & pharmacy,16/06/2021,1,101,Google,87.14285714
Greater London,Retail & recreation,17/06/2021,-35,65,Google,82.85714286
Greater London,Grocery & pharmacy,17/06/2021,-2,98,Google,86.85714286
Greater London,Retail & recreation,18/06/2021,-40,60,Google,80.57142857
Greater London,Grocery & pharmacy,18/06/2021,-6,94,Google,84.14285714
Greater London,Retail & recreation,19/06/2021,-35,65,Google,78.71428571
Greater London,Grocery & pharmacy,19/06/2021,-5,95,Google,82.57142857
Greater London,Retail & recreation,20/06/2021,-29,71,Google,78.28571429
Greater London,Grocery & pharmacy,20/06/2021,-10,90,Google,81.85714286
Greater London,Retail & recreation,21/06/2021,-35,65,Google,77.14285714
Greater London,Grocery & pharmacy,21/06/2021,-7,93,Google,81.85714286
Greater London,Retail & recreation,22/06/2021,-31,69,Google,78.28571429
Greater London,Grocery & pharmacy,22/06/2021,-2,98,Google,83
Greater London,Retail & recreation,23/06/2021,-30,70,Google,79.42857143
Greater London,Grocery & pharmacy,23/06/2021,-1,99,Google,83.42857143
Greater London,Retail & recreation,24/06/2021,-30,70,Google,80.57142857
Greater London,Grocery & pharmacy,24/06/2021,0,100,Google,85.57142857
Greater London,Retail & recreation,25/06/2021,-31,69,Google,82.14285714
Greater London,Grocery & pharmacy,25/06/2021,1,101,Google,86.71428571
Greater London,Retail & recreation,26/06/2021,-31,69,Google,82.57142857
Greater London,Grocery & pharmacy,26/06/2021,-5,95,Google,86.14285714
Greater London,Retail & recreation,27/06/2021,-32,68,Google,81.71428571
Greater London,Grocery & pharmacy,27/06/2021,-11,89,Google,84.42857143
Greater London,Retail & recreation,28/06/2021,-30,70,Google,80.14285714
Greater London,Grocery & pharmacy,28/06/2021,-2,98,Google,84.28571429
Greater London,Retail & recreation,29/06/2021,-34,66,Google,79.28571429
Greater London,Grocery & pharmacy,29/06/2021,-8,92,Google,82.57142857
Greater London,Retail & recreation,30/06/2021,-32,68,Google,78.71428571
Greater London,Grocery & pharmacy,30/06/2021,-2,98,Google,83
Greater London,Retail & recreation,01/07/2021,-29,71,Google,80.42857143
Greater London,Grocery & pharmacy,01/07/2021,1,101,Google,84.85714286
Greater London,Retail & recreation,02/07/2021,-32,68,Google,80.57142857
Greater London,Grocery & pharmacy,02/07/2021,1,101,Google,85.57142857
Greater London,Retail & recreation,03/07/2021,-35,65,Google,81.71428571
Greater London,Grocery & pharmacy,03/07/2021,-6,94,Google,85.42857143
Greater London,Retail & recreation,04/07/2021,-30,70,Google,81.42857143
Greater London,Grocery & pharmacy,04/07/2021,-10,90,Google,84.14285714
Greater London,Retail & recreation,05/07/2021,-28,72,Google,80
Greater London,Grocery & pharmacy,05/07/2021,-1,99,Google,84.42857143
Greater London,Retail & recreation,06/07/2021,-33,67,Google,79.57142857
Greater London,Grocery & pharmacy,06/07/2021,-6,94,Google,83.71428571
Greater London,Retail & recreation,07/07/2021,-29,71,Google,80.42857143
Greater London,Grocery & pharmacy,07/07/2021,0,100,Google,84.71428571
Greater London,Retail & recreation,08/07/2021,-31,69,Google,81.71428571
Greater London,Grocery & pharmacy,08/07/2021,-1,99,Google,85.57142857
Greater London,Retail & recreation,09/07/2021,-32,68,Google,81.14285714
Greater London,Grocery & pharmacy,09/07/2021,1,101,Google,86
Greater London,Retail & recreation,10/07/2021,-33,67,Google,82.14285714
Greater London,Grocery & pharmacy,10/07/2021,-5,95,Google,85.57142857
Greater London,Retail & recreation,11/07/2021,-25,75,Google,82
Greater London,Grocery & pharmacy,11/07/2021,-4,96,Google,85.85714286
Greater London,Retail & recreation,12/07/2021,-34,66,Google,81.14285714
Greater London,Grocery & pharmacy,12/07/2021,-8,92,Google,84.57142857
Greater London,Retail & recreation,13/07/2021,-31,69,Google,80
Greater London,Grocery & pharmacy,13/07/2021,0,100,Google,84.71428571
Greater London,Retail & recreation,14/07/2021,-30,70,Google,81.14285714
Greater London,Grocery & pharmacy,14/07/2021,-1,99,Google,84.57142857
Greater London,Retail & recreation,15/07/2021,-30,70,Google,80.85714286
Greater London,Grocery & pharmacy,15/07/2021,0,100,Google,85.71428571
Greater London,Retail & recreation,16/07/2021,-30,70,Google,82.57142857
Greater London,Grocery & pharmacy,16/07/2021,3,103,Google,87.42857143
Greater London,Retail & recreation,17/07/2021,-34,66,Google,82.57142857
Greater London,Grocery & pharmacy,17/07/2021,-4,96,Google,86.28571429
Greater London,Retail & recreation,18/07/2021,-33,67,Google,81.71428571
Greater London,Grocery & pharmacy,18/07/2021,-7,93,Google,85
Greater London,Retail & recreation,19/07/2021,-26,74,Google,81.28571429
Greater London,Grocery & pharmacy,19/07/2021,4,104,Google,86.14285714
Greater London,Retail & recreation,20/07/2021,-31,69,Google,81.28571429
Greater London,Grocery & pharmacy,20/07/2021,-1,99,Google,86
Greater London,Retail & recreation,21/07/2021,-29,71,Google,82.42857143
Greater London,Grocery & pharmacy,21/07/2021,1,101,Google,87.28571429
Greater London,Retail & recreation,22/07/2021,-28,72,Google,84.28571429
Greater London,Grocery & pharmacy,22/07/2021,2,102,Google,88.28571429
Greater London,Retail & recreation,23/07/2021,-30,70,Google,83.42857143
Greater London,Grocery & pharmacy,23/07/2021,-1,99,Google,87.71428571
Greater London,Retail & recreation,24/07/2021,-35,65,Google,82.85714286
Greater London,Grocery & pharmacy,24/07/2021,-11,89,Google,85.42857143
Greater London,Retail & recreation,25/07/2021,-35,65,Google,80.28571429
Greater London,Grocery & pharmacy,25/07/2021,-19,81,Google,81.57142857
Greater London,Retail & recreation,26/07/2021,-25,75,Google,77.71428571
Greater London,Grocery & pharmacy,26/07/2021,-1,99,Google,81.85714286
Greater London,Retail & recreation,27/07/2021,-29,71,Google,77.85714286
Greater London,Grocery & pharmacy,27/07/2021,-6,94,Google,82
Greater London,Retail & recreation,28/07/2021,-32,68,Google,79
Greater London,Grocery & pharmacy,28/07/2021,-10,90,Google,82.57142857
Greater London,Retail & recreation,29/07/2021,-25,75,Google,81.71428571
Greater London,Grocery & pharmacy,29/07/2021,-1,99,Google,85.14285714
Greater London,Retail & recreation,30/07/2021,-33,67,Google,80.57142857
Greater London,Grocery & pharmacy,30/07/2021,-7,93,Google,83.71428571
Greater London,Retail & recreation,31/07/2021,-33,67,Google,79.85714286
Greater London,Grocery & pharmacy,31/07/2021,-11,89,Google,82.85714286
Greater London,Retail & recreation,01/08/2021,-27,73,Google,80.42857143
Greater London,Grocery & pharmacy,01/08/2021,-13,87,Google,82.14285714
Greater London,Retail & recreation,02/08/2021,-24,76,Google,78.85714286
Greater London,Grocery & pharmacy,02/08/2021,-4,96,Google,83
Greater London,Retail & recreation,03/08/2021,-27,73,Google,80.14285714
Greater London,Grocery & pharmacy,03/08/2021,-6,94,Google,84
Greater London,Retail & recreation,04/08/2021,-26,74,Google,81.85714286
Greater London,Grocery & pharmacy,04/08/2021,-5,95,Google,85
Greater London,Retail & recreation,05/08/2021,-29,71,Google,82.71428571
Greater London,Grocery & pharmacy,05/08/2021,-7,93,Google,85.14285714
Greater London,Retail & recreation,06/08/2021,-33,67,Google,81
Greater London,Grocery & pharmacy,06/08/2021,-7,93,Google,83.85714286
Greater London,Retail & recreation,07/08/2021,-35,65,Google,79.71428571
Greater London,Grocery & pharmacy,07/08/2021,-15,85,Google,81.28571429
Greater London,Retail & recreation,08/08/2021,-31,69,Google,77.57142857
Greater London,Grocery & pharmacy,08/08/2021,-16,84,Google,79.42857143
Greater London,Retail & recreation,09/08/2021,-28,72,Google,76.42857143
Greater London,Grocery & pharmacy,09/08/2021,-9,91,Google,79.85714286
Greater London,Retail & recreation,10/08/2021,-24,76,Google,77.42857143
Greater London,Grocery & pharmacy,10/08/2021,-4,96,Google,81.85714286
Greater London,Retail & recreation,11/08/2021,-25,75,Google,80.42857143
Greater London,Grocery & pharmacy,11/08/2021,-5,95,Google,84.14285714
Greater London,Retail & recreation,12/08/2021,-27,73,Google,82.57142857
Greater London,Grocery & pharmacy,12/08/2021,-5,95,Google,85.85714286
Greater London,Retail & recreation,13/08/2021,-31,69,Google,82.71428571
Greater London,Grocery & pharmacy,13/08/2021,-5,95,Google,85.42857143
Greater London,Retail & recreation,14/08/2021,-32,68,Google,81.42857143
Greater London,Grocery & pharmacy,14/08/2021,-11,89,Google,83.42857143
Greater London,Retail & recreation,15/08/2021,-27,73,Google,80.28571429
Greater London,Grocery & pharmacy,15/08/2021,-13,87,Google,82.28571429
Greater London,Retail & recreation,16/08/2021,-25,75,Google,79.42857143
Greater London,Grocery & pharmacy,16/08/2021,-5,95,Google,83.14285714
Greater London,Retail & recreation,17/08/2021,-28,72,Google,79.85714286
Greater London,Grocery & pharmacy,17/08/2021,-8,92,Google,83.28571429
Greater London,Retail & recreation,18/08/2021,-27,73,Google,81
Greater London,Grocery & pharmacy,18/08/2021,-6,94,Google,84
Greater London,Retail & recreation,19/08/2021,-26,74,Google,82.14285714
Greater London,Grocery & pharmacy,19/08/2021,-5,95,Google,85
Greater London,Retail & recreation,20/08/2021,-30,70,Google,81.42857143
Greater London,Grocery & pharmacy,20/08/2021,-6,94,Google,84.57142857
Greater London,Retail & recreation,21/08/2021,-34,66,Google,80.85714286
Greater London,Grocery & pharmacy,21/08/2021,-13,87,Google,82.85714286
Greater London,Retail & recreation,22/08/2021,-28,72,Google,79.71428571
Greater London,Grocery & pharmacy,22/08/2021,-15,85,Google,81.28571429
Greater London,Retail & recreation,23/08/2021,-22,78,Google,78.85714286
Greater London,Grocery & pharmacy,23/08/2021,-5,95,Google,82.42857143
Greater London,Retail & recreation,24/08/2021,-24,76,Google,79.85714286
Greater London,Grocery & pharmacy,24/08/2021,-6,94,Google,83.85714286
Greater London,Retail & recreation,25/08/2021,-24,76,Google,82.28571429
Greater London,Grocery & pharmacy,25/08/2021,-5,95,Google,85.57142857
Greater London,Retail & recreation,26/08/2021,-24,76,Google,84.28571429
Greater London,Grocery & pharmacy,26/08/2021,-5,95,Google,86.71428571
Greater London,Retail & recreation,27/08/2021,-27,73,Google,83.57142857
Greater London,Grocery & pharmacy,27/08/2021,-3,97,Google,86.57142857
Greater London,Retail & recreation,28/08/2021,-31,69,Google,83
Greater London,Grocery & pharmacy,28/08/2021,-11,89,Google,84.85714286
Greater London,Retail & recreation,29/08/2021,-22,78,Google,82.42857143
Greater London,Grocery & pharmacy,29/08/2021,-13,87,Google,84
Greater London,Retail & recreation,30/08/2021,-21,79,Google,81.71428571
Greater London,Grocery & pharmacy,30/08/2021,-14,86,Google,83.57142857
Greater London,Retail & recreation,31/08/2021,-25,75,Google,80.42857143
Greater London,Grocery & pharmacy,31/08/2021,-1,99,Google,84.71428571
Greater London,Retail & recreation,01/09/2021,-26,74,Google,82.57142857
Greater London,Grocery & pharmacy,01/09/2021,-2,98,Google,85.42857143
Greater London,Retail & recreation,02/09/2021,-24,76,Google,83.85714286
Greater London,Grocery & pharmacy,02/09/2021,0,100,Google,86.85714286
Greater London,Retail & recreation,03/09/2021,-27,73,Google,85
Greater London,Grocery & pharmacy,03/09/2021,-1,99,Google,88.42857143
Greater London,Retail & recreation,04/09/2021,-28,72,Google,84.57142857
Greater London,Grocery & pharmacy,04/09/2021,-6,94,Google,87.42857143
Greater London,Retail & recreation,05/09/2021,-19,81,Google,85
Greater London,Grocery & pharmacy,05/09/2021,-5,95,Google,87.71428571
Greater London,Retail & recreation,06/09/2021,-20,80,Google,84.85714286
Greater London,Grocery & pharmacy,06/09/2021,3,103,Google,89.14285714
Greater London,Retail & recreation,07/09/2021,-24,76,Google,85.85714286
Greater London,Grocery & pharmacy,07/09/2021,0,100,Google,89.85714286
Greater London,Retail & recreation,08/09/2021,-25,75,Google,87.14285714
Greater London,Grocery & pharmacy,08/09/2021,0,100,Google,89.85714286
Greater London,Retail & recreation,09/09/2021,-26,74,Google,86.85714286
Greater London,Grocery & pharmacy,09/09/2021,0,100,Google,89.71428571
Greater London,Retail & recreation,10/09/2021,-28,72,Google,85.28571429
Greater London,Grocery & pharmacy,10/09/2021,-2,98,Google,88.42857143
Greater London,Retail & recreation,11/09/2021,-25,75,Google,84.85714286
Greater London,Grocery & pharmacy,11/09/2021,-5,95,Google,87.71428571
Greater London,Retail & recreation,12/09/2021,-22,78,Google,84.57142857
Greater London,Grocery & pharmacy,12/09/2021,-6,94,Google,87.42857143
Greater London,Retail & recreation,13/09/2021,-22,78,Google,84.28571429
Greater London,Grocery & pharmacy,13/09/2021,2,102,Google,88.57142857
Greater London,Retail & recreation,14/09/2021,-30,70,Google,84.57142857
Greater London,Grocery & pharmacy,14/09/2021,-7,93,Google,87.14285714
Greater London,Retail & recreation,15/09/2021,-24,76,Google,84.42857143
Greater London,Grocery & pharmacy,15/09/2021,1,101,Google,87.71428571
Greater London,Retail & recreation,16/09/2021,-23,77,Google,85.28571429
Greater London,Grocery & pharmacy,16/09/2021,0,100,Google,88.42857143
Greater London,Retail & recreation,17/09/2021,-26,74,Google,84.42857143
Greater London,Grocery & pharmacy,17/09/2021,0,100,Google,88.71428571
Greater London,Retail & recreation,18/09/2021,-25,75,Google,86.14285714
Greater London,Grocery & pharmacy,18/09/2021,-5,95,Google,88.85714286
Greater London,Retail & recreation,19/09/2021,-23,77,Google,85.42857143
Greater London,Grocery & pharmacy,19/09/2021,-10,90,Google,87.28571429
Greater London,Retail & recreation,20/09/2021,-22,78,Google,84.14285714
Greater London,Grocery & pharmacy,20/09/2021,0,100,Google,87.85714286
Greater London,Retail & recreation,21/09/2021,-23,77,Google,84.57142857
Greater London,Grocery & pharmacy,21/09/2021,-1,99,Google,88
London,Restaurant bookings,27/02/2020,-4,96,OpenTable,98.14285714
London,Restaurant bookings,28/02/2020,-1,99,OpenTable,97.57142857
London,Restaurant bookings,29/02/2020,-4,96,OpenTable,97.14285714
London,Restaurant bookings,01/03/2020,-2,98,OpenTable,97.42857143
London,Restaurant bookings,02/03/2020,-10,90,OpenTable,96.42857143
London,Restaurant bookings,03/03/2020,-10,90,OpenTable,95.42857143
London,Restaurant bookings,04/03/2020,-10,90,OpenTable,94.14285714
London,Restaurant bookings,05/03/2020,-13,87,OpenTable,92.85714286
London,Restaurant bookings,06/03/2020,-7,93,OpenTable,92
London,Restaurant bookings,07/03/2020,-7,93,OpenTable,91.57142857
London,Restaurant bookings,08/03/2020,-7,93,OpenTable,90.85714286
London,Restaurant bookings,09/03/2020,-22,78,OpenTable,89.14285714
London,Restaurant bookings,10/03/2020,-23,77,OpenTable,87.28571429
London,Restaurant bookings,11/03/2020,-19,81,OpenTable,86
London,Restaurant bookings,12/03/2020,-29,71,OpenTable,83.71428571
London,Restaurant bookings,13/03/2020,-36,64,OpenTable,79.57142857
London,Restaurant bookings,14/03/2020,-31,69,OpenTable,76.14285714
London,Restaurant bookings,15/03/2020,-43,57,OpenTable,71
London,Restaurant bookings,16/03/2020,-61,39,OpenTable,65.42857143
London,Restaurant bookings,17/03/2020,-89,11,OpenTable,56
London,Restaurant bookings,18/03/2020,-100,0,OpenTable,44.42857143
London,Restaurant bookings,19/03/2020,-100,0,OpenTable,34.28571429
London,Restaurant bookings,20/03/2020,-100,0,OpenTable,25.14285714
London,Restaurant bookings,21/03/2020,-100,0,OpenTable,15.28571429
London,Restaurant bookings,22/03/2020,-100,0,OpenTable,7.142857143
London,Restaurant bookings,23/03/2020,-100,0,OpenTable,1.571428571
London,Restaurant bookings,24/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,25/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,26/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,27/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,28/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,29/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,30/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,31/03/2020,-100,0,OpenTable,0
London,Restaurant bookings,01/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,02/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,03/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,04/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,05/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,06/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,07/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,08/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,09/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,10/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,11/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,12/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,13/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,14/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,15/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,16/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,17/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,18/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,19/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,20/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,21/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,22/04/2020,-100,0,OpenTable,0
London,Restaurant bookings,23/04/2020,-100,0,OpenTable,0
