location,activity,date,change,value,source,roll
London,Restaurant bookings,02/05/2021,-49.87,50.13,OpenTable,38.10714286
London,Restaurant bookings,03/05/2021,-54.67,45.33,OpenTable,40.25714286
London,Restaurant bookings,04/05/2021,-71.99,28.01,OpenTable,39.23428571
London,Restaurant bookings,05/05/2021,-69.49,30.51,OpenTable,39.37
London,Restaurant bookings,06/05/2021,-63.77,36.23,OpenTable,39.3
London,Restaurant bookings,07/05/2021,-59.04,40.96,OpenTable,39.22285714
London,Restaurant bookings,08/05/2021,-64.49,35.51,OpenTable,38.09714286
London,Restaurant bookings,09/05/2021,-45.31,54.69,OpenTable,38.74857143
London,Restaurant bookings,10/05/2021,-68.59,31.41,OpenTable,36.76
London,Restaurant bookings,11/05/2021,-66.58,33.42,OpenTable,37.53285714
London,Restaurant bookings,12/05/2021,-63.44,36.56,OpenTable,38.39714286
London,Restaurant bookings,13/05/2021,-65.96,34.04,OpenTable,38.08428571
London,Restaurant bookings,14/05/2021,-60.09,39.91,OpenTable,37.93428571
London,Restaurant bookings,15/05/2021,-60.16,39.84,OpenTable,38.55285714
London,Restaurant bookings,16/05/2021,-61.85,38.15,OpenTable,36.19
London,Restaurant bookings,17/05/2021,-22.48,77.52,OpenTable,42.77714286
London,Restaurant bookings,18/05/2021,-34.26,65.74,OpenTable,47.39428571
London,Restaurant bookings,19/05/2021,-26.25,73.75,OpenTable,52.70714286
London,Restaurant bookings,20/05/2021,-17.64,82.36,OpenTable,59.61
London,Restaurant bookings,21/05/2021,-2.76,97.24,OpenTable,67.8
London,Restaurant bookings,22/05/2021,23.45,123.45,OpenTable,79.74428571
London,Restaurant bookings,23/05/2021,-5.3,94.7,OpenTable,87.82285714
London,Restaurant bookings,24/05/2021,-47.61,52.39,OpenTable,84.23285714
London,Restaurant bookings,25/05/2021,-22.2,77.8,OpenTable,85.95571429
London,Restaurant bookings,26/05/2021,-19.96,80.04,OpenTable,86.85428571
London,Restaurant bookings,27/05/2021,-14.67,85.33,OpenTable,87.27857143
London,Restaurant bookings,28/05/2021,-9.53,90.47,OpenTable,86.31142857
London,Restaurant bookings,29/05/2021,22.24,122.24,OpenTable,86.13857143
London,Restaurant bookings,30/05/2021,45.22,145.22,OpenTable,93.35571429
London,Restaurant bookings,31/05/2021,35.66,135.66,OpenTable,105.2514286
London,Restaurant bookings,01/06/2021,-25.84,74.16,OpenTable,104.7314286
London,Restaurant bookings,02/06/2021,-19.9,80.1,OpenTable,104.74
London,Restaurant bookings,03/06/2021,-19.91,80.09,OpenTable,103.9914286
London,Restaurant bookings,04/06/2021,-15.1,84.9,OpenTable,103.1957143
London,Restaurant bookings,05/06/2021,1.07,101.07,OpenTable,100.1714286
London,Restaurant bookings,06/06/2021,-12.25,87.75,OpenTable,91.96142857
London,Restaurant bookings,07/06/2021,-42.69,57.31,OpenTable,80.76857143
London,Restaurant bookings,08/06/2021,-37.18,62.82,OpenTable,79.14857143
London,Restaurant bookings,09/06/2021,-30.03,69.97,OpenTable,77.70142857
London,Restaurant bookings,10/06/2021,-25.93,74.07,OpenTable,76.84142857
London,Restaurant bookings,11/06/2021,-17.63,82.37,OpenTable,76.48
London,Restaurant bookings,12/06/2021,-4.45,95.55,OpenTable,75.69142857
London,Restaurant bookings,13/06/2021,-35.67,64.33,OpenTable,72.34571429
London,Restaurant bookings,14/06/2021,-50.12,49.88,OpenTable,71.28428571
London,Restaurant bookings,15/06/2021,-39.92,60.08,OpenTable,70.89285714
London,Restaurant bookings,16/06/2021,-33.95,66.05,OpenTable,70.33285714
London,Restaurant bookings,17/06/2021,-33.15,66.85,OpenTable,69.30142857
London,Restaurant bookings,18/06/2021,-26.53,73.47,OpenTable,68.03
London,Restaurant bookings,19/06/2021,-3.75,96.25,OpenTable,68.13
London,Restaurant bookings,20/06/2021,11.09,111.09,OpenTable,74.81
London,Restaurant bookings,21/06/2021,-51.2,48.8,OpenTable,74.65571429
London,Restaurant bookings,22/06/2021,-42.73,57.27,OpenTable,74.25428571
London,Restaurant bookings,23/06/2021,-34.14,65.86,OpenTable,74.22714286
London,Restaurant bookings,24/06/2021,-29.96,70.04,OpenTable,74.68285714
London,Restaurant bookings,25/06/2021,-16.72,83.28,OpenTable,76.08428571
London,Restaurant bookings,26/06/2021,5.42,105.42,OpenTable,77.39428571
London,Restaurant bookings,27/06/2021,-15.27,84.73,OpenTable,73.62857143
London,Restaurant bookings,28/06/2021,-52.53,47.47,OpenTable,73.43857143
London,Restaurant bookings,29/06/2021,-44.91,55.09,OpenTable,73.12714286
London,Restaurant bookings,30/06/2021,-35.35,64.65,OpenTable,72.95428571
London,Restaurant bookings,01/07/2021,-30.19,69.81,OpenTable,72.92142857
London,Restaurant bookings,02/07/2021,-18.84,81.16,OpenTable,72.61857143
London,Restaurant bookings,03/07/2021,-7.58,92.42,OpenTable,70.76142857
London,Restaurant bookings,04/07/2021,-16.43,83.57,OpenTable,70.59571429
London,Restaurant bookings,05/07/2021,-49.57,50.43,OpenTable,71.01857143
London,Restaurant bookings,06/07/2021,-45.81,54.19,OpenTable,70.89
London,Restaurant bookings,07/07/2021,-44.33,55.67,OpenTable,69.60714286
London,Restaurant bookings,08/07/2021,-33.65,66.35,OpenTable,69.11285714
London,Restaurant bookings,09/07/2021,-19.67,80.33,OpenTable,68.99428571
London,Restaurant bookings,10/07/2021,-4.47,95.53,OpenTable,69.43857143
London,Restaurant bookings,11/07/2021,-12.12,87.88,OpenTable,70.05428571
London,Restaurant bookings,12/07/2021,-55.64,44.36,OpenTable,69.18714286
London,Restaurant bookings,13/07/2021,-46.31,53.69,OpenTable,69.11571429
London,Restaurant bookings,14/07/2021,-38.22,61.78,OpenTable,69.98857143
London,Restaurant bookings,15/07/2021,-33.86,66.14,OpenTable,69.95857143
London,Restaurant bookings,16/07/2021,-20.46,79.54,OpenTable,69.84571429
London,Restaurant bookings,17/07/2021,-7.56,92.44,OpenTable,69.40428571
London,Restaurant bookings,18/07/2021,-19.95,80.05,OpenTable,68.28571429
London,Restaurant bookings,19/07/2021,-49.44,50.56,OpenTable,69.17142857
London,Restaurant bookings,20/07/2021,-40.6,59.4,OpenTable,69.98714286
London,Restaurant bookings,21/07/2021,-36.16,63.84,OpenTable,70.28142857
London,Restaurant bookings,22/07/2021,-30.22,69.78,OpenTable,70.80142857
London,Restaurant bookings,23/07/2021,-22.3,77.7,OpenTable,70.53857143
London,Restaurant bookings,24/07/2021,-12.68,87.32,OpenTable,69.80714286
London,Restaurant bookings,25/07/2021,-23.09,76.91,OpenTable,69.35857143
London,Restaurant bookings,26/07/2021,-43.42,56.58,OpenTable,70.21857143
London,Restaurant bookings,27/07/2021,-34.76,65.24,OpenTable,71.05285714
London,Restaurant bookings,28/07/2021,-33.69,66.31,OpenTable,71.40571429
London,Restaurant bookings,29/07/2021,-21.88,78.12,OpenTable,72.59714286
London,Restaurant bookings,30/07/2021,-18.2,81.8,OpenTable,73.18285714
London,Restaurant bookings,31/07/2021,-3.32,96.68,OpenTable,74.52
London,Restaurant bookings,01/08/2021,-10.5,89.5,OpenTable,76.31857143
London,Restaurant bookings,02/08/2021,-39.58,60.42,OpenTable,76.86714286
London,Restaurant bookings,03/08/2021,-36.68,63.32,OpenTable,76.59285714
London,Restaurant bookings,04/08/2021,-26.82,73.18,OpenTable,77.57428571
London,Restaurant bookings,05/08/2021,-28.34,71.66,OpenTable,76.65142857
London,Restaurant bookings,06/08/2021,-17.44,82.56,OpenTable,76.76
London,Restaurant bookings,07/08/2021,-5.75,94.25,OpenTable,76.41285714
London,Restaurant bookings,08/08/2021,-15.64,84.36,OpenTable,75.67857143
London,Restaurant bookings,09/08/2021,-39.11,60.89,OpenTable,75.74571429
London,Restaurant bookings,10/08/2021,-28.66,71.34,OpenTable,76.89142857
London,Restaurant bookings,11/08/2021,-22.24,77.76,OpenTable,77.54571429
London,Restaurant bookings,12/08/2021,-22.45,77.55,OpenTable,78.38714286
London,Restaurant bookings,13/08/2021,-17.09,82.91,OpenTable,78.43714286
London,Restaurant bookings,14/08/2021,-2.98,97.02,OpenTable,78.83285714
London,Restaurant bookings,15/08/2021,-8.02,91.98,OpenTable,79.92142857
London,Restaurant bookings,16/08/2021,-31.62,68.38,OpenTable,80.99142857
London,Restaurant bookings,17/08/2021,-28.12,71.88,OpenTable,81.06857143
London,Restaurant bookings,18/08/2021,-19.6,80.4,OpenTable,81.44571429
London,Restaurant bookings,19/08/2021,-15.92,84.08,OpenTable,82.37857143
London,Restaurant bookings,20/08/2021,-6.7,93.3,OpenTable,83.86285714
London,Restaurant bookings,21/08/2021,13.4,113.4,OpenTable,86.20285714
London,Restaurant bookings,22/08/2021,-3.18,96.82,OpenTable,86.89428571
London,Restaurant bookings,23/08/2021,-27.09,72.91,OpenTable,87.54142857
London,Restaurant bookings,24/08/2021,-5.91,94.09,OpenTable,90.71428571
London,Restaurant bookings,25/08/2021,-8.61,91.39,OpenTable,92.28428571
London,Restaurant bookings,26/08/2021,-14.32,85.68,OpenTable,92.51285714
London,Restaurant bookings,27/08/2021,-13.88,86.12,OpenTable,91.48714286
London,Restaurant bookings,28/08/2021,-2.04,97.96,OpenTable,89.28142857
London,Restaurant bookings,29/08/2021,14.21,114.21,OpenTable,91.76571429
London,Restaurant bookings,30/08/2021,10.66,110.66,OpenTable,97.15857143
London,Restaurant bookings,31/08/2021,-31.62,68.38,OpenTable,93.48571429
London,Restaurant bookings,01/09/2021,-24.52,75.48,OpenTable,91.21285714
London,Restaurant bookings,02/09/2021,-21.04,78.96,OpenTable,90.25285714
London,Restaurant bookings,03/09/2021,-16.88,83.12,OpenTable,89.82428571
London,Restaurant bookings,04/09/2021,-3.22,96.78,OpenTable,89.65571429
London,Restaurant bookings,05/09/2021,-1.9,98.1,OpenTable,87.35428571
London,Restaurant bookings,06/09/2021,-31.66,68.34,OpenTable,81.30857143
London,Restaurant bookings,07/09/2021,-27.16,72.84,OpenTable,81.94571429
London,Restaurant bookings,08/09/2021,-20.04,79.96,OpenTable,82.58571429
London,Restaurant bookings,09/09/2021,-22.14,77.86,OpenTable,82.42857143
London,Restaurant bookings,10/09/2021,-19.51,80.49,OpenTable,82.05285714
London,Restaurant bookings,11/09/2021,-3.48,96.52,OpenTable,82.01571429
London,Restaurant bookings,12/09/2021,-8.41,91.59,OpenTable,81.08571429
London,Restaurant bookings,13/09/2021,-34.59,65.41,OpenTable,80.66714286
London,Restaurant bookings,14/09/2021,-31.33,68.67,OpenTable,80.07142857
London,Restaurant bookings,15/09/2021,-21.14,78.86,OpenTable,79.91428571
London,Restaurant bookings,16/09/2021,-19.36,80.64,OpenTable,80.31142857
London,Restaurant bookings,17/09/2021,-16.31,83.69,OpenTable,80.76857143
London,Restaurant bookings,18/09/2021,-2.48,97.52,OpenTable,80.91142857
London,Restaurant bookings,19/09/2021,-5.82,94.18,OpenTable,81.28142857
London,Restaurant bookings,20/09/2021,-27.9,72.1,OpenTable,82.23714286
London,Restaurant bookings,21/09/2021,-16.66,83.34,OpenTable,84.33285714
London,Restaurant bookings,22/09/2021,-15.88,84.12,OpenTable,85.08428571
